Tipo de universidad;Comunidad Autónoma;Nacionalidad (regiones);Sexo;Total
Total Universidades;Navarra (Comunidad Foral de);América Latina y Caribe;Ambos sexos;490
Total Universidades;Navarra (Comunidad Foral de);América Latina y Caribe;Mujeres;213
Total Universidades;Navarra (Comunidad Foral de);América Latina y Caribe;Hombres;277
Total Universidades;Navarra (Comunidad Foral de);Norte de África;Ambos sexos;14
Total Universidades;Navarra (Comunidad Foral de);Norte de África;Mujeres;5
Total Universidades;Navarra (Comunidad Foral de);Norte de África;Hombres;9
Total Universidades;Navarra (Comunidad Foral de);Resto de África;Ambos sexos;22
Total Universidades;Navarra (Comunidad Foral de);Resto de África;Mujeres;7
Total Universidades;Navarra (Comunidad Foral de);Resto de África;Hombres;15
Total Universidades;Navarra (Comunidad Foral de);Asia y Oceanía;Ambos sexos;53
Total Universidades;Navarra (Comunidad Foral de);Asia y Oceanía;Mujeres;13
Total Universidades;Navarra (Comunidad Foral de);Asia y Oceanía;Hombres;40
Total Universidades;País Vasco;Total;Ambos sexos;49.632
Total Universidades;País Vasco;Total;Mujeres;26.152
Total Universidades;País Vasco;Total;Hombres;23.480
Total Universidades;País Vasco;España;Ambos sexos;48.708
Total Universidades;País Vasco;España;Mujeres;25.651
Total Universidades;País Vasco;España;Hombres;23.057
Total Universidades;País Vasco;Unión Europea (28);Ambos sexos;338
Total Universidades;País Vasco;Unión Europea (28);Mujeres;189
Total Universidades;País Vasco;Unión Europea (28);Hombres;149
Total Universidades;País Vasco;Resto de Europa;Ambos sexos;58
Total Universidades;País Vasco;Resto de Europa;Mujeres;35
Total Universidades;País Vasco;Resto de Europa;Hombres;23
Total Universidades;País Vasco;EE.UU. y Canadá;Ambos sexos;6
Total Universidades;País Vasco;EE.UU. y Canadá;Mujeres;2
Total Universidades;País Vasco;EE.UU. y Canadá;Hombres;4
Total Universidades;País Vasco;América Latina y Caribe;Ambos sexos;312
Total Universidades;País Vasco;América Latina y Caribe;Mujeres;185
Total Universidades;País Vasco;América Latina y Caribe;Hombres;127
Total Universidades;País Vasco;Norte de África;Ambos sexos;104
Total Universidades;País Vasco;Norte de África;Mujeres;42
Total Universidades;País Vasco;Norte de África;Hombres;62
Total Universidades;País Vasco;Resto de África;Ambos sexos;60
Total Universidades;País Vasco;Resto de África;Mujeres;22
Total Universidades;País Vasco;Resto de África;Hombres;38
Total Universidades;País Vasco;Asia y Oceanía;Ambos sexos;46
Total Universidades;País Vasco;Asia y Oceanía;Mujeres;26
Total Universidades;País Vasco;Asia y Oceanía;Hombres;20
Total Universidades;Rioja (la);Total;Ambos sexos;15.004
Total Universidades;Rioja (la);Total;Mujeres;10.211
Total Universidades;Rioja (la);Total;Hombres;4.793
Total Universidades;Rioja (la);España;Ambos sexos;14.597
Total Universidades;Rioja (la);España;Mujeres;9.933
Total Universidades;Rioja (la);España;Hombres;4.664
Total Universidades;Rioja (la);Unión Europea (28);Ambos sexos;158
Total Universidades;Rioja (la);Unión Europea (28);Mujeres;122
Total Universidades;Rioja (la);Unión Europea (28);Hombres;36
Total Universidades;Rioja (la);Resto de Europa;Ambos sexos;31
Total Universidades;Rioja (la);Resto de Europa;Mujeres;20
Total Universidades;Rioja (la);Resto de Europa;Hombres;11
Total Universidades;Rioja (la);EE.UU. y Canadá;Ambos sexos;11
Total Universidades;Rioja (la);EE.UU. y Canadá;Mujeres;9
Total Universidades;Rioja (la);EE.UU. y Canadá;Hombres;2
Total Universidades;Rioja (la);América Latina y Caribe;Ambos sexos;144
Total Universidades;Rioja (la);América Latina y Caribe;Mujeres;86
Total Universidades;Rioja (la);América Latina y Caribe;Hombres;58
Total Universidades;Rioja (la);Norte de África;Ambos sexos;21
Total Universidades;Rioja (la);Norte de África;Mujeres;17
Total Universidades;Rioja (la);Norte de África;Hombres;4
Total Universidades;Rioja (la);Resto de África;Ambos sexos;13
Total Universidades;Rioja (la);Resto de África;Mujeres;7
Total Universidades;Rioja (la);Resto de África;Hombres;6
Total Universidades;Rioja (la);Asia y Oceanía;Ambos sexos;29
Total Universidades;Rioja (la);Asia y Oceanía;Mujeres;17
Total Universidades;Rioja (la);Asia y Oceanía;Hombres;12
Universidades Públicas;Total;Total;Ambos sexos;1.187.976
Universidades Públicas;Total;Total;Mujeres;641.865
Universidades Públicas;Total;Total;Hombres;546.111
Universidades Públicas;Total;España;Ambos sexos;1.145.669
Universidades Públicas;Total;España;Mujeres;615.903
Universidades Públicas;Total;España;Hombres;529.766
Universidades Públicas;Total;Unión Europea (28);Ambos sexos;16.912
Universidades Públicas;Total;Unión Europea (28);Mujeres;10.980
Universidades Públicas;Total;Unión Europea (28);Hombres;5.932
Universidades Públicas;Total;Resto de Europa;Ambos sexos;4.053
Universidades Públicas;Total;Resto de Europa;Mujeres;2.639
Universidades Públicas;Total;Resto de Europa;Hombres;1.414
Universidades Públicas;Total;EE.UU. y Canadá;Ambos sexos;286
Universidades Públicas;Total;EE.UU. y Canadá;Mujeres;178
Universidades Públicas;Total;EE.UU. y Canadá;Hombres;108
Universidades Públicas;Total;América Latina y Caribe;Ambos sexos;10.840
Universidades Públicas;Total;América Latina y Caribe;Mujeres;6.612
Universidades Públicas;Total;América Latina y Caribe;Hombres;4.228
Universidades Públicas;Total;Norte de África;Ambos sexos;4.153
Universidades Públicas;Total;Norte de África;Mujeres;2.243
Universidades Públicas;Total;Norte de África;Hombres;1.910
Universidades Públicas;Total;Resto de África;Ambos sexos;1.222
Universidades Públicas;Total;Resto de África;Mujeres;543
Universidades Públicas;Total;Resto de África;Hombres;679
Universidades Públicas;Total;Asia y Oceanía;Ambos sexos;4.841
Universidades Públicas;Total;Asia y Oceanía;Mujeres;2.767
Universidades Públicas;Total;Asia y Oceanía;Hombres;2.074
Universidades Públicas;Andalucía;Total;Ambos sexos;223.419
Universidades Públicas;Andalucía;Total;Mujeres;121.908
Universidades Públicas;Andalucía;Total;Hombres;101.511
Universidades Públicas;Andalucía;España;Ambos sexos;217.939
Universidades Públicas;Andalucía;España;Mujeres;118.593
Universidades Públicas;Andalucía;España;Hombres;99.346
Universidades Públicas;Andalucía;Unión Europea (28);Ambos sexos;1.850
Universidades Públicas;Andalucía;Unión Europea (28);Mujeres;1.224
Universidades Públicas;Andalucía;Unión Europea (28);Hombres;626
Universidades Públicas;Andalucía;Resto de Europa;Ambos sexos;449
Universidades Públicas;Andalucía;Resto de Europa;Mujeres;306
Universidades Públicas;Andalucía;Resto de Europa;Hombres;143
Universidades Públicas;Andalucía;EE.UU. y Canadá;Ambos sexos;78
Universidades Públicas;Andalucía;EE.UU. y Canadá;Mujeres;70
Universidades Públicas;Andalucía;EE.UU. y Canadá;Hombres;8
Universidades Públicas;Andalucía;América Latina y Caribe;Ambos sexos;790
Universidades Públicas;Andalucía;América Latina y Caribe;Mujeres;468
Universidades Públicas;Andalucía;América Latina y Caribe;Hombres;322
Universidades Públicas;Andalucía;Norte de África;Ambos sexos;1.622
Universidades Públicas;Andalucía;Norte de África;Mujeres;844
Universidades Públicas;Andalucía;Norte de África;Hombres;778
Universidades Públicas;Andalucía;Resto de África;Ambos sexos;137
Universidades Públicas;Andalucía;Resto de África;Mujeres;54
Universidades Públicas;Andalucía;Resto de África;Hombres;83
Universidades Públicas;Andalucía;Asia y Oceanía;Ambos sexos;554
Universidades Públicas;Andalucía;Asia y Oceanía;Mujeres;349
Universidades Públicas;Andalucía;Asia y Oceanía;Hombres;205
Universidades Públicas;Aragón;Total;Ambos sexos;28.813
Universidades Públicas;Aragón;Total;Mujeres;15.226
Universidades Públicas;Aragón;Total;Hombres;13.587
Universidades Públicas;Aragón;España;Ambos sexos;28.042
Universidades Públicas;Aragón;España;Mujeres;14.740
Universidades Públicas;Aragón;España;Hombres;13.302
Universidades Públicas;Aragón;Unión Europea (28);Ambos sexos;391
Universidades Públicas;Aragón;Unión Europea (28);Mujeres;264
Universidades Públicas;Aragón;Unión Europea (28);Hombres;127
Universidades Públicas;Aragón;Resto de Europa;Ambos sexos;48
Universidades Públicas;Aragón;Resto de Europa;Mujeres;35
Universidades Públicas;Aragón;Resto de Europa;Hombres;13
Universidades Públicas;Aragón;EE.UU. y Canadá;Ambos sexos;..
Universidades Públicas;Aragón;EE.UU. y Canadá;Mujeres;..
Universidades Públicas;Aragón;EE.UU. y Canadá;Hombres;..
Universidades Públicas;Aragón;América Latina y Caribe;Ambos sexos;129
Universidades Públicas;Aragón;América Latina y Caribe;Mujeres;75
Universidades Públicas;Aragón;América Latina y Caribe;Hombres;54
Universidades Públicas;Aragón;Norte de África;Ambos sexos;68
Universidades Públicas;Aragón;Norte de África;Mujeres;45
Universidades Públicas;Aragón;Norte de África;Hombres;23
Universidades Públicas;Aragón;Resto de África;Ambos sexos;43
Universidades Públicas;Aragón;Resto de África;Mujeres;24
Universidades Públicas;Aragón;Resto de África;Hombres;19
Universidades Públicas;Aragón;Asia y Oceanía;Ambos sexos;92
Universidades Públicas;Aragón;Asia y Oceanía;Mujeres;43
Universidades Públicas;Aragón;Asia y Oceanía;Hombres;49
Universidades Públicas;Asturias (Principado de);Total;Ambos sexos;20.360
Universidades Públicas;Asturias (Principado de);Total;Mujeres;10.922
Universidades Públicas;Asturias (Principado de);Total;Hombres;9.438
Universidades Públicas;Asturias (Principado de);España;Ambos sexos;20.179
Universidades Públicas;Asturias (Principado de);España;Mujeres;10.809
Universidades Públicas;Asturias (Principado de);España;Hombres;9.370
Universidades Públicas;Asturias (Principado de);Unión Europea (28);Ambos sexos;69
Universidades Públicas;Asturias (Principado de);Unión Europea (28);Mujeres;45
Universidades Públicas;Asturias (Principado de);Unión Europea (28);Hombres;24
Universidades Públicas;Asturias (Principado de);Resto de Europa;Ambos sexos;12
Universidades Públicas;Asturias (Principado de);Resto de Europa;Mujeres;10
Universidades Públicas;Asturias (Principado de);Resto de Europa;Hombres;2
Universidades Públicas;Asturias (Principado de);EE.UU. y Canadá;Ambos sexos;2
Universidades Públicas;Asturias (Principado de);EE.UU. y Canadá;Mujeres;1
Universidades Públicas;Asturias (Principado de);EE.UU. y Canadá;Hombres;1
Universidades Públicas;Asturias (Principado de);América Latina y Caribe;Ambos sexos;70
Universidades Públicas;Asturias (Principado de);América Latina y Caribe;Mujeres;42
Universidades Públicas;Asturias (Principado de);América Latina y Caribe;Hombres;28
Universidades Públicas;Asturias (Principado de);Norte de África;Ambos sexos;6
Universidades Públicas;Asturias (Principado de);Norte de África;Mujeres;2
Universidades Públicas;Asturias (Principado de);Norte de África;Hombres;4
Universidades Públicas;Asturias (Principado de);Resto de África;Ambos sexos;11
Universidades Públicas;Asturias (Principado de);Resto de África;Mujeres;7
Universidades Públicas;Asturias (Principado de);Resto de África;Hombres;4
Universidades Públicas;Asturias (Principado de);Asia y Oceanía;Ambos sexos;11
Universidades Públicas;Asturias (Principado de);Asia y Oceanía;Mujeres;6
Universidades Públicas;Asturias (Principado de);Asia y Oceanía;Hombres;5
Universidades Públicas;Balears (Illes);Total;Ambos sexos;12.199
Universidades Públicas;Balears (Illes);Total;Mujeres;7.156
Universidades Públicas;Balears (Illes);Total;Hombres;5.043
Universidades Públicas;Balears (Illes);España;Ambos sexos;11.637
Universidades Públicas;Balears (Illes);España;Mujeres;6.817
Universidades Públicas;Balears (Illes);España;Hombres;4.820
Universidades Públicas;Balears (Illes);Unión Europea (28);Ambos sexos;269
Universidades Públicas;Balears (Illes);Unión Europea (28);Mujeres;168
Universidades Públicas;Balears (Illes);Unión Europea (28);Hombres;101
Universidades Públicas;Balears (Illes);Resto de Europa;Ambos sexos;43
Universidades Públicas;Balears (Illes);Resto de Europa;Mujeres;23
Universidades Públicas;Balears (Illes);Resto de Europa;Hombres;20
Universidades Públicas;Balears (Illes);EE.UU. y Canadá;Ambos sexos;6
Universidades Públicas;Balears (Illes);EE.UU. y Canadá;Mujeres;1
Universidades Públicas;Balears (Illes);EE.UU. y Canadá;Hombres;5
Universidades Públicas;Balears (Illes);América Latina y Caribe;Ambos sexos;180
Universidades Públicas;Balears (Illes);América Latina y Caribe;Mujeres;118
Universidades Públicas;Balears (Illes);América Latina y Caribe;Hombres;62
Universidades Públicas;Balears (Illes);Norte de África;Ambos sexos;29
Universidades Públicas;Balears (Illes);Norte de África;Mujeres;12
Universidades Públicas;Balears (Illes);Norte de África;Hombres;17
Universidades Públicas;Balears (Illes);Resto de África;Ambos sexos;12
Universidades Públicas;Balears (Illes);Resto de África;Mujeres;5
Universidades Públicas;Balears (Illes);Resto de África;Hombres;7
Universidades Públicas;Balears (Illes);Asia y Oceanía;Ambos sexos;23
Universidades Públicas;Balears (Illes);Asia y Oceanía;Mujeres;12
Universidades Públicas;Balears (Illes);Asia y Oceanía;Hombres;11
Universidades Públicas;Canarias;Total;Ambos sexos;38.326
Universidades Públicas;Canarias;Total;Mujeres;21.959
Universidades Públicas;Canarias;Total;Hombres;16.367
Universidades Públicas;Canarias;España;Ambos sexos;36.693
Universidades Públicas;Canarias;España;Mujeres;20.978
Universidades Públicas;Canarias;España;Hombres;15.715
Universidades Públicas;Canarias;Unión Europea (28);Ambos sexos;505
Universidades Públicas;Canarias;Unión Europea (28);Mujeres;311
Universidades Públicas;Canarias;Unión Europea (28);Hombres;194
Universidades Públicas;Canarias;Resto de Europa;Ambos sexos;73
Universidades Públicas;Canarias;Resto de Europa;Mujeres;43
Universidades Públicas;Canarias;Resto de Europa;Hombres;30
Universidades Públicas;Canarias;EE.UU. y Canadá;Ambos sexos;7
Universidades Públicas;Canarias;EE.UU. y Canadá;Mujeres;3
Universidades Públicas;Canarias;EE.UU. y Canadá;Hombres;4
Universidades Públicas;Canarias;América Latina y Caribe;Ambos sexos;800
Universidades Públicas;Canarias;América Latina y Caribe;Mujeres;494
Universidades Públicas;Canarias;América Latina y Caribe;Hombres;306
Universidades Públicas;Canarias;Norte de África;Ambos sexos;77
Universidades Públicas;Canarias;Norte de África;Mujeres;37
Universidades Públicas;Canarias;Norte de África;Hombres;40
Universidades Públicas;Canarias;Resto de África;Ambos sexos;113
Universidades Públicas;Canarias;Resto de África;Mujeres;63
Universidades Públicas;Canarias;Resto de África;Hombres;50
Universidades Públicas;Canarias;Asia y Oceanía;Ambos sexos;58
Universidades Públicas;Canarias;Asia y Oceanía;Mujeres;30
Universidades Públicas;Canarias;Asia y Oceanía;Hombres;28
Universidades Públicas;Cantabria;Total;Ambos sexos;9.673
Universidades Públicas;Cantabria;Total;Mujeres;4.963
Universidades Públicas;Cantabria;Total;Hombres;4.710
Universidades Públicas;Cantabria;España;Ambos sexos;9.437
Universidades Públicas;Cantabria;España;Mujeres;4.816
Universidades Públicas;Cantabria;España;Hombres;4.621
Universidades Públicas;Cantabria;Unión Europea (28);Ambos sexos;75
Universidades Públicas;Cantabria;Unión Europea (28);Mujeres;47
Universidades Públicas;Cantabria;Unión Europea (28);Hombres;28
Universidades Públicas;Cantabria;Resto de Europa;Ambos sexos;63
Universidades Públicas;Cantabria;Resto de Europa;Mujeres;45
Universidades Públicas;Cantabria;Resto de Europa;Hombres;18
Universidades Públicas;Cantabria;EE.UU. y Canadá;Ambos sexos;1
Universidades Públicas;Cantabria;EE.UU. y Canadá;Mujeres;1
Universidades Públicas;Cantabria;EE.UU. y Canadá;Hombres;..
Universidades Públicas;Cantabria;América Latina y Caribe;Ambos sexos;68
Universidades Públicas;Cantabria;América Latina y Caribe;Mujeres;38
Universidades Públicas;Cantabria;América Latina y Caribe;Hombres;30
Universidades Públicas;Cantabria;Norte de África;Ambos sexos;12
Universidades Públicas;Cantabria;Norte de África;Mujeres;6
Universidades Públicas;Cantabria;Norte de África;Hombres;6
Universidades Públicas;Cantabria;Resto de África;Ambos sexos;10
Universidades Públicas;Cantabria;Resto de África;Mujeres;6
Universidades Públicas;Cantabria;Resto de África;Hombres;4
